StationCode,RT_RO_Other,DATE,MONTH,YEAR,PERIOD,LAT,LON,SC_COUNTY,StationDepth_m,CHANNEL_WIDTH_m,CHANNEL_WIDTH_log,YSIb_DO_mgL,Logger_DO_min,Logger_DO_mean,Logger_DO_max,Logger_DO_range,YSIb_Salinity,Logger_Salin_min,Logger_Salin_mean,Logger_Salin_max,Logger_Salin_range,YSIb_Temp,Logger_Temp_min,Logger_Temp_mean,Logger_Temp_max,Logger_Temp_range,Logger_pH_min,Logger_pH_mean,Logger_pH_max,Logger_pH_range,TOC_Water_DHEC,Chl_a_DHEC,SecchiDepth_m,TOC_sediment,SiltClay,Entero_DHEC,LOG_ENTERO,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_13,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND
RT032039,TidalCreek,6/25/03,6,2003,1999-2008,32.42125,-80.65188,Beaufort,3.4,113,4.727387819,4.44,4.84,5.33,6.05,1.21,27.1,26.3,27.13,28.02,1.72,29.5,29.33,29.85,30.42,1.09,7.54,7.61,7.69,0.15,13,9.41,0.7,1.129999995,44.49026489,,,4,0.602059991,132.7064056,472.8399963,2.223999977,0,0,0,0.0649,0.01629339,0.01664583,0.01235556,0.03098934,9,79,0.551834642,49,364,0.914567901,4.5,1.827,0.691861432,44,12.09,20,5.49
RT032043,TidalCreek,6/25/03,6,2003,1999-2008,32.3952,-80.71507,Beaufort,2.4,24,3.17805383,3.72,2.9,4.8,6.28,3.38,29,28.41,29.02,29.42,1.01,28.7,28.43,29.93,32.12,3.69,7.37,7.59,7.75,0.38,14,8,0.5,1.099999964,34.02973938,,,170,2.230448921,92.10379791,47.29000092,2.180000067,0,0,0,0.048,0.001183799,0.001669048,0.01211111,0.01716056,11,43,0.7203894,24,202,0.83805,3.5,2.443,0.486549601,26,12.87,52,25.74
RO036033,OpenWater,6/25/03,6,2003,1999-2008,32.37917,-80.63374,Beaufort,4.1,128,4.852030264,5.18,4.23,5.1,6.15,1.92,29.4,29.59,29.69,29.89,0.3,29.4,29.37,29.72,30.02,0.65,7.48,7.6,7.79,0.31,13,8.51,0.8,0.074999999,3.612502098,,,2,0.301029996,35.39147949,0,1.362333298,0,0,0,0.0149,0,0,0.007568518,0.005277659,14,57,0.803939674,64,1390,0.939548816,5,2.064,,378,27.19,118,8.49
RO036034,OpenWater,6/25/03,6,2003,1999-2008,32.286,-80.69524,Beaufort,7.9,5198,8.556029215,6.25,,,,0,29.6,28.65,29.93,31.24,2.59,28.9,28.67,28.9,29.25,0.58,7.75,7.82,7.92,0.17,12,4.91,1.5,0.07,4.042115211,,,0,0,13.5828104,0,0.866999984,0,0,0,0.0108,0,0,0.004816667,0.003786017,2,2,0.5,34,283,0.832720588,4.5,0.591,0.646399465,126,44.52,4,1.41
RO036048,OpenWater,7/1/03,7,2003,1999-2008,32.75927,-79.91965,Charleston,4.9,3890,8.266164437,4.13,4.54,5.03,5.34,0.8,25.9,22.8,28.42,33.56,10.76,27.5,26.37,27.05,27.91,1.54,7.48,7.68,7.84,0.36,9.5,6.82,1.1,1.349999964,44.38689041,,,30,1.477121255,121.1960983,1151.699951,4.187000275,0.54400003,0,0.01180043,0.063,0.04845213,0.03620044,0.02326111,0.04869096,15,75,0.771555556,23,140,0.835166156,3.5,2.704,0.470189477,12,8.57,3,2.14
RT032050,TidalCreek,7/1/03,7,2003,1999-2008,32.71955,-79.92465,Charleston,2.5,841,6.73459166,3.88,4.08,5.28,6.29,2.21,32.4,30.1,31.17,32.58,2.48,28.6,26.3,26.97,27.61,1.31,7.75,7.89,8.1,0.35,7,6.97,0.7,1.539999962,45.93658829,,,0,0,169.6197968,153.9400024,2.264999866,0,0,0,0.0806,0.005704509,0.006038579,0.01258333,0.0304679,17,114,0.535857187,39,472,0.893796783,4.5,2.375,0.553860787,172,36.44,42,8.9
RO036044,OpenWater,7/1/03,7,2003,1999-2008,32.78354,-79.8812,Charleston,1,4095,8.317521996,,4.97,5.86,6.84,1.87,,25.34,27.67,30.67,5.33,,26.27,26.96,27.58,1.31,7.6,7.7,7.81,0.21,7.599999905,7.51,1.4,1.139999986,35.73267365,,,17,1.230448921,127.0440521,264.6199951,4.104000092,1.715000033,0,0.03720174,0.0626,0.01149416,0.009430925,0.0228,0.02959178,19,56,0.818239796,53,638,0.923019613,5,2.119,0.668405433,84,13.17,71,11.13
RO036050,OpenWater,7/1/03,7,2003,1999-2008,32.79052,-79.80096,Charleston,1.2,201,5.303304908,4,3.34,5.15,6.86,3.52,32.6,32.36,33.44,34.66,2.3,27.8,25.9,26.65,28.1,2.2,7.43,7.75,7.98,0.55,5.400000095,5.54,1,0.36500001,13.41980934,,,4,0.602059991,66.38498688,6.460000038,0.968999982,0,0,0,0.0353,9.74E-05,0.000376407,0.005383333,0.01202835,23,132,0.801423324,50,637,0.923625378,5,2.128,0.68824271,99,15.54,14,2.2
RO036042,OpenWater,7/2/03,7,2003,1999-2008,32.92578,-79.93539,Berkeley,12.8,587,6.37502482,3.61,3.81,4.18,4.41,0.6,19.7,13.58,17.8,19.96,6.38,27.7,27.47,27.67,27.81,0.34,7.37,7.52,7.73,0.36,14,2.33,1.4,3.629999995,69.69828796,,,60,1.77815125,184.8616028,1836.800049,8.142999649,0,0.56099999,0,0.0941,0.07977199,0.05938114,0.04523889,0.0764669,19,280,0.491377551,8,42,0.506802721,1.5,3.987,0.230467591,0,0,0,0
RT032186,TidalCreek,7/2/03,7,2003,1999-2008,32.8269,-79.88667,Charleston,0.9,94,4.543294782,,4.68,5.47,6.18,1.5,,19.17,20.95,23.16,3.99,,26.85,27.44,28.34,1.49,7.28,7.54,7.72,0.44,11,5.03,0.8,1.444999993,28.50936317,,,40,1.602059991,102.9164505,235.1399994,3.858999968,1.455000043,0,0.03156183,0.0587,0.008604342,0.00785877,0.02143889,0.02644892,11,37,0.72899927,13,113,0.819797948,3.5,3.531,0.357239415,16,14.16,23,20.35
RO036040,OpenWater,7/2/03,7,2003,1999-2008,32.9913,-79.92586,Berkeley,4,217,5.379897354,4.4,5.21,5.47,5.66,0.45,3.5,0.08,0.54,3.14,3.06,28.1,27.67,28.04,28.41,0.74,6.54,6.7,8.01,1.47,12,3.41,1,2.764999986,37.0945816,,,40,1.602059991,101.7786026,178.4100037,3.569999933,0,0,0,0.0512,0.005620189,0.009920298,0.01983333,0.02094229,6,24,0.642361111,13,344,0.739386155,4.5,3.354,0.324910049,21,6.1,56,16.28
RT032048,TidalCreek,7/2/03,7,2003,1999-2008,32.98748,-79.88486,Berkeley,0.9,21,3.044522438,3.7,0.7,4.31,5.44,4.74,0.2,0.11,0.34,0.53,0.42,26.9,24.56,26.84,28.12,3.56,6.34,6.5,6.7,0.36,9.199999809,3.98,0.6,0.645000011,10.28557014,,,40,1.602059991,23.27883911,16.22000122,1.049999952,0,0,0,0.0129,0.000326169,0.00138239,0.005833333,0.004733465,5,7,0.693877551,8,328,0.73158825,3,4.127,0.228642196,12,3.66,23,7.01
RT032031,TidalCreek,7/8/03,7,2003,1999-2008,32.6171,-80.67776,Beaufort,3.7,90,4.49980967,3.47,3.42,3.71,4.03,0.61,0.1,0.05,0.2,0.99,0.94,27.7,26.18,27.14,28.6,2.42,6.28,6.4,6.61,0.33,22,2.32,0.4,4.214999914,91.88228607,,,50,1.698970004,184.9371033,37.90000153,2.186000109,0,0,0,0.0888,0.001438969,0.01501831,0.01214445,0.03088613,3,6,0.611111111,4,62,0.489073881,2,1.5,,39,62.9,0,0
RT032035,TidalCreek,7/8/03,7,2003,1999-2008,32.55318,-80.50612,Colleton,3,35,3.555348061,4.15,3.56,3.99,4.67,1.11,6.5,2.22,7.7,11.53,9.31,28.9,29.28,30.24,31.03,1.75,6.85,7.07,7.29,0.44,18,15,0.2,0.814999998,23.19589424,,,70,1.84509804,64.10980225,16.27999878,1.100000024,0,0,0,0.0345,0.000421375,0.001727764,0.006111111,0.01197922,10,23,0.812854442,7,26,0.7776,2,3.78,0.255897816,0,0,9,34.62
RO036153,OpenWater,7/8/03,7,2003,1999-2008,32.59761,-80.50013,Colleton,2.7,183,5.209486153,3.66,3.74,4.14,4.57,0.83,0.8,0.62,1.87,5.84,5.22,29.2,29.15,29.65,29.93,0.78,6.51,6.68,7.38,0.87,24,5.79,0.2,0.185000002,2.482575178,,,22,1.342422681,20.01777077,0,1.264500022,0.824499965,0.115000002,0.01788503,0.0151,0,0.000455439,0.007025,0.006056197,7,24,0.503472222,7,41,0.691255205,3,1.8,0.352670307,5,12.2,1,2.44
RO036049,OpenWater,7/8/03,7,2003,1999-2008,32.64528,-80.66974,Colleton,5.8,171,5.141663557,3.58,3.6,3.8,4.12,0.52,0.1,0.06,0.07,0.09,0.03,26.9,26.86,27.41,28.06,1.2,6.37,6.43,6.8,0.43,22,2.08,0.6,0.029999999,2.281545877,,,30,1.477121255,6.220000267,0,0.834999979,0,0,0,0.0026,0,0,0.004638889,0.001069227,2,5,0.32,3,219,0.1216822,3,0.096,0.370080027,205,93.61,0,0
RO036035,OpenWater,7/9/03,7,2003,1999-2008,32.49351,-80.85025,Jasper,2.4,182,5.204006687,3.67,3.72,4.48,5.51,1.79,18.9,17.12,19.51,21.94,4.82,30,30.04,30.73,31.57,1.53,7.18,7.33,7.55,0.37,9.300000191,7.34,0.3,0.849999994,17.98345375,,,50,1.698970004,76.38890076,10.60000038,3.638000011,0,0,0,0.0411,0.000159879,0.000645205,0.02021111,0.01463986,14,264,0.683999082,24,140,0.895925226,3.5,1.942,0.520459326,6,4.29,25,17.86
RT032179,TidalCreek,7/9/03,7,2003,1999-2008,32.42471,-80.82378,Beaufort,1.2,43,3.761200116,3.3,3.57,5.01,6.49,2.92,25.1,25.23,25.8,26.82,1.59,29.6,29.61,30.84,32.41,2.8,7.33,7.55,7.82,0.49,6.300000191,12.6,0.3,0.875,21.72861671,,,21,1.322219295,70.8536377,7.239999771,1.100000024,0.140000001,0,0.003036876,0.0375,0.000265202,0.000733613,0.006111111,0.01301023,14,49,0.760516451,36,261,0.891691862,4,1.373,,26,9.96,6,2.3
RO036031,OpenWater,7/9/03,7,2003,1999-2008,32.52635,-80.8466,Jasper,3,1007,6.914730893,4.11,1.53,4.59,5.63,4.1,13.8,1.96,10.69,20.33,18.37,29.8,28.81,30.15,30.7,1.89,6.53,7.1,7.47,0.94,14,5.23,0.4,0.069999998,1.786986232,,,13,1.113943352,12.28357983,0,0,0,0,0,0.0127,0,0,0,0.004219085,10,57,0.69313635,11,78,0.701512163,2.5,2.186,,0,0,7,8.97
RT032033,TidalCreek,7/15/03,7,2003,1999-2008,32.43864,-80.47837,Beaufort,1.5,78,4.356708827,3.69,3.12,4,5.06,1.94,20.4,19.44,21.16,24.22,4.78,28.3,27.76,28.39,29.28,1.52,7.25,7.41,7.73,0.48,11,11.1,0.3,1.894999981,51.35958481,,,23,1.361727836,136.2274933,90.61999512,3.621000051,0,0,0,0.0709,0.002626442,0.002299964,0.02011667,0.0258937,10,54,0.46090535,12,224,0.74613361,2.5,3.603,0.320294649,0,0,72,32.14
RT032177,TidalCreek,7/15/03,7,2003,1999-2008,32.4874,-80.52969,Beaufort,4,72,4.276666119,4.12,3.32,4.33,5.47,2.15,18.3,17.92,19.07,21.53,3.61,28.9,27.66,28.6,30.17,2.51,7.12,7.28,7.45,0.33,12,11.5,0.5,1.524999976,47.2565155,,,13,1.113943352,115.1007996,9.970000267,4.421000004,0,0,0,0.0582,0.000365202,0.001345553,0.02456111,0.02063363,13,116,0.557966706,10,46,0.815802469,2,2.446,0.369567468,0,0,1,2.17
RO036037,OpenWater,7/15/03,7,2003,1999-2008,32.53983,-80.60097,Beaufort,4.6,432,6.068425588,4.2,3.89,4.17,4.42,0.53,16.3,10.11,14.57,18.09,7.98,29.3,28.15,28.65,29.32,1.17,7.06,7.2,7.46,0.4,13,5.23,0.4,0.444999993,6.780709267,,,4,0.602059991,144.8760529,0,3.20600009,0.538999975,0,0.01169197,0.0568,0,0.000160297,0.01781111,0.0201789,6,41,0.389054134,26,252,0.91116025,5,2.349,0.513555882,27,10.71,16,6.35
RO036059,OpenWater,7/15/03,7,2003,1999-2008,32.48635,-80.55486,Beaufort,4.3,601,6.398594935,5.02,3.85,4.81,6.2,2.35,17.8,17.23,19.02,22.42,5.19,29,28.03,28.62,29.61,1.58,7.31,7.47,7.62,0.31,11,9.97,0.7,0.085000001,0.697141588,,,23,1.361727836,49.13259888,0,1.291000009,0,0,0,0.0206,0,0,0.007172222,0.007151867,3,9,0.641975309,42,200,0.949622702,4,1.519,0.654822433,16,8,23,11.5
RT032045,TidalCreek,7/15/03,7,2003,1999-2008,32.43321,-80.54091,Beaufort,2.4,130,4.86753445,3.29,3.54,4.1,4.61,1.07,18.6,18.01,19.43,22.28,4.27,28.3,27.92,28.37,28.9,0.98,7.14,7.25,7.47,0.33,11,10.9,0.5,0.160000004,8.842705727,,,30,1.477121255,21.85429955,35.90000153,0.873000026,0,0,0,0.0137,0.002847357,0.00137346,0.00485,0.006294634,,,,12,55,0.832396694,4,1.5,0.481398807,8,14.55,12,21.82
RO036047,OpenWater,7/15/03,7,2003,1999-2008,32.4741,-80.46965,Beaufort,7.3,5378,8.590071837,4.56,4.01,4.71,5.89,1.88,26.6,18.82,23.58,29.45,10.63,28.5,27.79,28.38,28.91,1.12,7.3,7.54,7.87,0.57,10,14.6,0.4,0.134999998,1.971672177,,,0,0,20.55571938,0,0.805000007,0.746999979,0,0.0162039,0.0153,0,9.98E-05,0.004472222,0.005975778,,,,63,569,0.929042364,4.5,1.196,,27,4.75,4,0.7
RT032041,TidalCreek,7/15/03,7,2003,1999-2008,32.50603,-80.58903,Beaufort,3.7,92,4.521788577,4.17,3.72,4.27,4.87,1.15,16.9,15.41,17.07,18.39,2.98,29.8,27.59,28.44,29.09,1.5,7.01,7.14,7.31,0.3,12,7.59,0.4,0.050000001,3.117160082,,,0,0,12.97819996,0,2.088000059,0,0,0,0.0105,0,0.000109618,0.0116,0.003988502,10,51,0.398308343,11,583,0.217992429,3,2.983,0.256938161,19,3.26,8,1.37
RO036055,OpenWater,7/15/03,7,2003,1999-2008,32.51925,-80.52688,Beaufort,5.5,975,6.882437471,4.6,3.7,4.3,4.74,1.04,20.6,8.58,17.25,23.65,15.07,28.4,28.38,28.59,28.86,0.48,7.03,7.34,7.66,0.63,14,7.86,0.7,0.045,1.543751955,,,7,0.84509804,14.39999962,0,0.855000019,0,0,0,0.011,0,0.000116985,0.00475,0.003862135,8,14,0.775510204,5,36,0.617142857,2,0.773,0.40451753,1,2.78,1,2.78
RO036152,OpenWater,7/22/03,7,2003,1999-2008,32.32693,-80.78334,Beaufort,9.1,1628,7.395107547,5.55,5.43,6.19,6.84,1.41,28.8,28.87,29.65,30.38,1.51,29.7,28.22,28.56,28.88,0.66,7.7,7.82,7.93,0.23,6.699999809,9.2,0.9,0.119999997,7.578306198,,,2,0.301029996,192.1774139,0,2.414999962,0,0,0,0.0675,0,0,0.01341667,0.02305306,9,52,0.724852071,62,544,0.950750794,5,1.996,0.730339601,133,24.45,51,9.38
RO036032,OpenWater,7/22/03,7,2003,1999-2008,32.31651,-80.77124,Beaufort,14,1400,7.244227516,4.86,5.41,6.17,6.68,1.27,28.8,29.01,29.51,30.02,1.01,29.2,28.69,29.35,29.72,1.03,7.69,7.83,7.9,0.21,6.699999809,5.76,1.2,0.344999999,13.25614452,,,2,0.301029996,59.11183929,0,1.835999966,0,0,0,0.032,0,0.000274156,0.0102,0.0110954,20,254,0.591295183,83,2094,0.914822328,5,2.199,,501,23.93,140,6.69
RO036056,OpenWater,7/22/03,7,2003,1999-2008,32.17622,-80.78387,Beaufort,1.5,258,5.552959585,4.21,4.96,5.56,6.2,1.24,27.3,27.77,28.21,28.8,1.03,29.7,28.74,29.57,30.37,1.63,7.6,7.75,7.94,0.34,6.5,9.73,0.6,0.454999998,18.07374573,,,30,1.477121255,60.66231155,5.03000021,3.111999989,0,0,0,0.0278,0.000184249,0.000302733,0.01728889,0.01008368,14,75,0.7168,64,556,0.938511512,4.5,2.038,0.708702376,47,8.45,54,9.71
RO036036,OpenWater,7/22/03,7,2003,1999-2008,32.29655,-80.76009,Beaufort,4.6,2236,7.712443834,5.55,5.79,6.09,6.56,0.77,29.2,29.82,30.66,31.19,1.37,29.5,29.04,29.39,29.72,0.68,7.81,7.86,7.93,0.12,5.900000095,8.17,0.7,3.649999976,10.54962921,,,0,0,27.31690979,0,2.125999928,0,0,0,0.0162,0,0,0.01181111,0.005886056,7,38,0.649584488,26,130,0.845024247,4,1.062,0.584353173,36,27.69,15,11.54
RO036053,OpenWater,7/23/03,7,2003,1999-2008,32.14202,-80.88748,Beaufort,3.4,282,5.641907071,4.26,4.77,5.37,5.97,1.2,22.5,22.26,24.2,27.14,4.88,29.2,28.33,28.94,29.37,1.04,7.5,7.68,7.88,0.38,8.5,10.2,0.6,1.164999962,40.76945496,,,2,0.301029996,114.1933975,12.10000038,6.631000042,0,0,0,0.0562,0.000443224,0.0013172,0.03683889,0.02049659,9,90,0.55308642,11,51,0.430555556,2,4.021,0.23048016,0,0,2,3.92
RO036038,OpenWater,7/23/03,7,2003,1999-2008,32.15406,-80.81312,Beaufort,7.6,2191,7.69211334,4.84,5.61,5.98,6.79,1.18,28.4,27.8,28.36,28.77,0.97,28.8,27.67,28.25,28.89,1.22,7.84,7.93,8.07,0.23,5.800000191,6.61,1,0.085000001,4.688487053,,,0,0,44.89685822,0,0.781000018,0,0,0,0.022,0,0,0.004338889,0.007524205,5,6,0.777777778,54,1077,0.863680465,4.5,2.246,,77,7.15,295,27.39
RT032032,TidalCreek,7/23/03,7,2003,1999-2008,32.11543,-80.98472,Jasper,4.6,122,4.804021045,2.84,2.94,3.68,4.49,1.55,14,13.38,14.13,15.26,1.88,29.5,28.55,29.25,29.74,1.19,7.3,7.34,7.38,0.08,18,12,0.4,0.185000002,8.391671181,,,23,1.361727836,20.20262909,0,0.852999985,0,0,0,0.0109,0,0.000491159,0.004738889,0.003837914,19,202,0.765611215,9,24,0.829861111,2.5,1.737,0.387874999,1,4.17,3,12.5
RT032057,TidalCreek,7/29/03,7,2003,1999-2008,32.69939,-80.27644,Charleston,1.2,161,5.081404365,3.37,3.01,3.77,7.34,4.33,5.8,4.2,8.82,14.74,10.54,29.9,28.97,29.81,31.95,2.98,6.95,7.08,8.11,1.16,19,6.37,0.2,1.589999974,46.17376328,,,170,2.230448921,109.2167969,112.4000015,2.48300004,1.320000052,0,0.02863341,0.0569,0.002905812,0.004340061,0.01379444,0.02434744,15,486,0.305678335,4,8,0.65625,2.5,3.188,0.243978505,1,12.5,2,25
RO036039,OpenWater,7/29/03,7,2003,1999-2008,32.68064,-80.23162,Charleston,10.1,523,6.259581464,3.79,4.56,4.88,5.21,0.65,19.6,17.19,18.72,21.99,4.8,28,28.22,28.55,29.14,0.92,7.28,7.35,7.53,0.25,11,5.12,0.6,0.794999987,9.576291084,,,13,1.113943352,60.33071136,18.13999939,1.549999952,0,0,0,0.0291,0.000382956,0.001085908,0.008611111,0.01028016,14,106,0.705233179,25,133,0.882038339,3.5,2.414,0.524453704,11,8.27,21,15.79
RO036041,OpenWater,7/29/03,7,2003,1999-2008,32.67546,-80.11437,Charleston,2.7,138,4.927253685,3.84,3.5,3.9,4.32,0.82,15.8,13.55,15.19,17.83,4.28,29,28.93,29.33,29.89,0.96,7.22,7.31,7.41,0.19,13,6.94,0.4,0.064999999,3.553158045,,,130,2.113943352,19.67177963,0,1.250999928,0,0,0,0.0107,0,0,0.006949999,0.003849171,19,204,0.454825067,8,105,0.445022907,2.5,0.593,0.424892855,9,8.57,14,13.33
RT032187,TidalCreek,7/30/03,7,2003,1999-2008,32.6157,-80.11976,Charleston,1.2,144,4.9698133,,3.6,5.11,6.87,3.27,,28.76,29.28,30.83,2.07,,28.42,29.39,31.58,3.16,7.44,7.56,7.77,0.33,7.800000191,8.44,0.5,0.829999983,30.29127312,,,4,0.602059991,101.6727448,24.48999977,1.110000014,0,0,0,0.0522,0.000616888,0.000546749,0.006166667,0.01797801,18,109,0.733608282,24,105,0.906065089,4,1.5,,14,13.33,1,0.95
RT032055,TidalCreek,7/30/03,7,2003,1999-2008,32.61647,-80.1104,Charleston,2.7,216,5.375278408,5.6,4.22,5.3,6.71,2.49,28.9,29.22,29.66,29.98,0.76,30.5,28.72,29.28,30.81,2.09,7.5,7.59,7.7,0.2,8.600000381,9.63,0.4,0.659999996,20.31731606,,,2,0.301029996,61.95881653,8.75,1.149000049,0,0,0,0.0322,0.000131976,0.000427532,0.006383334,0.01105656,,,,45,462,0.937872332,4.5,1.233,0.736807547,138,29.87,25,5.41
RO036052,OpenWater,8/5/03,8,2003,1999-2008,33.29015,-79.26511,Georgetown,7.6,1436,7.26961675,3.76,1.56,3.77,4.54,2.98,0.2,2.03,15.42,30.57,28.54,27.4,23.57,25.97,27.45,3.88,6.42,7.08,7.75,1.33,16,2.73,0.4,1.735000014,36.20812988,,,21,1.322219295,131.8101044,17.81999969,3.078000069,0,0.300000012,0,0.0648,0.000445464,0.005942133,0.0171,0.02256532,15,504,0.430571303,5,6,0.777777778,2,3.5,0.253720238,0,0,0,0
RO036054,OpenWater,8/5/03,8,2003,1999-2008,33.34093,-79.2671,Georgetown,0.3,2082,7.641084249,,4.2,4.89,5.61,1.41,,0.04,0.05,0.37,0.33,,27.14,27.67,28.29,1.15,6.15,6.26,6.94,0.79,16,2.05,0.5,0.86500001,29.7347908,,,30,1.477121255,109.7876053,22.10000038,7.605000019,0,0,0,0.0522,0.000485613,0.005092427,0.04225,0.01941595,5,11,0.611570248,3,62,0.505,1.5,3,0.263640874,0,0,39,62.9
RT032052,TidalCreek,8/5/03,8,2003,1999-2008,33.19878,-79.30353,Georgetown,2.1,84,4.430816799,3.38,3.62,4.28,5.09,1.47,0.1,0.1,0.21,0.79,0.69,27.3,27.1,28.56,29.18,2.08,6.27,6.38,7.2,0.93,15,8.4,0.4,0.460000008,12.69355583,,,50,1.698970004,49.43595123,6.570000172,0.883000016,0,0,0,0.0236,0.000099095,0.001481738,0.004905556,0.008108791,10,32,0.73046875,9,245,0.451155603,3,3.025,0.297635585,1,0.41,6,2.45
RO036058,OpenWater,8/5/03,8,2003,1999-2008,33.14487,-79.23836,Georgetown,2.1,1244,7.126087273,4.86,4.87,6.51,7.5,2.63,0.6,0.16,17.15,35.37,35.21,27.9,23.5,26.2,28.46,4.96,6.52,7.63,8.21,1.69,8.300000191,14.1,0.4,0.050000001,1.423562288,,,50,1.698970004,57.27000046,0,1.57949996,0,0,0,0.0223,0,5.97E-05,0.008775,0.007803692,16,79,0.777759974,7,10,0.82,3,2.062,0.338197419,2,20,0,0
RT032180,TidalCreek,8/5/03,8,2003,1999-2008,32.69936,-79.92202,Charleston,4.3,80,4.382026635,5.19,4.35,5.73,7.2,2.85,33.3,32.27,33.82,35.38,3.11,27.9,26.68,28.83,30.38,3.7,7.68,7.87,8.12,0.44,5.699999809,5.37,0.7,0.209999993,10.35002518,,,4,0.602059991,31.3237896,0,0.921999991,0,0,0,0.0197,0,0.000164538,0.005122222,0.006773537,13,121,0.52537395,82,1496,0.902496512,5,2.473,,512,34.22,169,11.3
RT032174,TidalCreek,8/6/03,8,2003,1999-2008,33.05996,-79.5106,Charleston,2.4,28,3.33220451,3.32,3.32,5.01,7.09,3.77,17.2,10.97,19.11,24.05,13.08,29,28.24,29.72,31.42,3.18,7.1,7.38,7.71,0.61,17,10.5,0.4,5.495000124,97.83934021,,,500,2.698970004,224.850296,0,2.849999905,0,0,0,0.1239,0,0,0.01583333,0.0419442,14,180,0.668641975,,,,1,0.6,0.374570108,,,,
RT032190,TidalCreek,8/6/03,8,2003,1999-2008,33.0457,-79.48336,Charleston,1.2,12,2.48490665,,4.17,5.41,6.34,2.17,,22.24,27.32,31.27,9.03,,27.14,28.18,30.41,3.27,7.4,7.67,7.9,0.5,11,14.7,0.3,2.975000024,70.8004303,,,4,0.602059991,170.8233948,11.60000038,5.254000187,0,0,0,0.0954,0.000424908,0.001937846,0.02918889,0.03325194,,,,19,343,0.553521212,3,3.986,0.311210979,8,2.33,257,74.93
RT032040,TidalCreek,8/6/03,8,2003,1999-2008,33.04664,-79.49731,Charleston,3,89,4.48863637,3.82,1.97,4.38,6.66,4.69,19.5,19.08,21.03,25.47,6.39,29.2,28.84,29.94,31.14,2.3,7.2,7.41,7.82,0.62,14,18.6,0.4,0.86500001,23.3705349,,,4,0.602059991,72.53130341,0,3.463999987,0,0,0,0.0392,0,0.000328184,0.01924444,0.01387838,18,249,0.494992016,16,131,0.821656805,3.5,2.636,,41,31.3,49,37.4
RT032178,TidalCreek,8/6/03,8,2003,1999-2008,33.08765,-79.40561,Charleston,2.4,57,4.043051268,5.89,4.76,5.98,7.34,2.58,8.8,9.02,17.34,29.33,20.31,29,28.36,29.46,30.6,2.24,7.07,7.38,7.72,0.65,11,21.3,0.4,0.469999999,13.12443542,,,30,1.477121255,37.50690842,0,1,0,0,0,0.0263,0,0.000450973,0.005555556,0.008993075,16,127,0.558993118,3,5,0.64,1.5,3.3,0.223908729,0,0,2,40
RT032173,TidalCreek,8/12/03,8,2003,1999-2008,32.5462,-80.70181,Beaufort,2.1,21,3.044522438,4.98,2.42,4.55,5.57,3.15,17,17.08,17.25,17.47,0.39,30.2,27.4,29.9,33.51,6.11,7.05,7.24,7.39,0.34,12,20.6,0.2,0.524999976,23.9260273,,,13,1.113943352,90.23940277,0,1.039999962,0.819999993,0,0.01778742,0.0394,0,0.00019691,0.005777778,0.01536925,7,310,0.081040583,2,3,0.5,2,3,0.204943783,0,0,0,0
RO036046,OpenWater,8/12/03,8,2003,1999-2008,32.77223,-80.07559,Charleston,2.4,452,6.11368218,3.87,3.9,4.76,8.75,4.85,17.1,0.19,16.46,17.94,17.75,29.8,28.72,29.91,33.87,5.15,7.03,7.16,7.79,0.76,14,9.65,0.4,0.905000001,24.92346001,,,70,1.84509804,61.17359924,201.6000061,1.569000006,0,0,0,0.0321,0.00662822,0.006795856,0.008716667,0.01465114,16,168,0.291099773,4,18,0.296296296,1.5,4.147,0.169536707,0,0,0,0
RT032046,TidalCreek,8/12/03,8,2003,1999-2008,32.89688,-80.11839,Charleston,0.9,128,4.852030264,4.17,3.58,4.09,4.58,1,0.1,0.05,0.07,0.12,0.07,27.3,26.55,27.56,28.39,1.84,5.85,6,6.73,0.88,27,2.25,0.4,0.199999996,3.65490675,,,900,2.954242509,63.66896057,81.80000305,1.578000069,0,0.273000002,0,0.0302,0.00234278,0.003181372,0.008766667,0.01169235,8,48,0.6875,3,17,0.5390625,1.5,2.559,0.252509258,0,0,0,0
RO036043,OpenWater,8/12/03,8,2003,1999-2008,32.5611,-80.40351,Colleton,3.7,670,6.507277712,3.84,0.14,2.48,5,4.86,0.1,0.11,5.71,21.29,21.18,26.8,26.66,27.46,28.22,1.56,6.29,6.69,7.61,1.32,16,8.8,0.3,0.519999996,12.27682686,,,8,0.903089987,46.05799866,0,3.270999908,0,0,0,0.0241,0,0.001060457,0.01817222,0.008775108,2,21,0,7,65,0.328994083,1.5,2.819,0.269604164,0,0,1,1.54
