StationCode,RT_RO_Other,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,Chl_a_DHEC,SiltClay,Entero_DHEC,LOG_entero,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUND,benth_SP_RICH,benth_ABUNDANCE,BIBI,MAMBI,HUC14_IMPERV_PRCT,HUC14_DEV_cut,HUC14_DEV_quant
RT07065,TidalCreek,4.67,13.18,31.03,7.09,17.5,83.33,0,0,32,1.505149978,204.26,94.63,0.67,1.1,0,0.02,0.11,0.01,0.003755555,0.04,13,85,6,20,2,0.25,0.45,UNDEV,UNDEV
RT08067,TidalCreek,2.65,26.57,30.43,7.12,4.51,3.32,,,26,1.414973348,27.47,6.73,0,0,0,0,0.01,0.000361739,0,0.004639447,2,5,26,643,4.5,0.52,0.07,UNDEV,UNDEV
RT08068,TidalCreek,4.41,28.41,29.12,7.45,17.76,13.43,,,50,1.698970004,72.15,521.35,0,0,0,0,0.03,0.01,0,0.02,10,16,8,177,2,0.22,24.01,DEV,DEV
RT08069,TidalCreek,5.74,30.54,29.79,7.97,25.68,2.77,,,4,0.602059991,26.68,14.42,0,0,0,0,0.01,0.000533131,0,0.005454457,1,1,55,787,4,0.49,25.1,DEV,DEV
RT08073,TidalCreek,4.84,34.26,30.64,7.48,3.99,47.65,10,1,0,0,97.27,40.61,0.19,0,0,0,0.05,0.001589145,0.001072222,0.01,16,103,31,344,4,0.43,3.65,UNDEV,DEV
RT08076,TidalCreek,4.5,21.02,28.81,7.26,11.17,6.7,,,75,1.875061263,48.01,16.39,0,0,0,0,0.02,0.000585841,0,0.009195847,1,1,26,143,3.5,,2.56,UNDEV,DEV
RT08078,TidalCreek,4.28,34.17,30.04,7.42,5.56,22.47,0,0,2,0.301029996,71.71,24.45,0.14,0,0,0,0.03,0.001066731,0.0008,0.01,18,64,59,1144,5,,2.52,UNDEV,DEV
RT08079,TidalCreek,4.19,30.74,29,7.43,5.94,37.7,,,14,1.146128036,95.67,100.7,0,0.77,0,0.01,0.05,0.00440918,0,0.02,12,59,21,181,4,0.51,0.86,UNDEV,UNDEV
RT08080,TidalCreek,5.67,35.7,29.72,7.75,17.57,7.77,,,0,0,29.53,8.31,0,0,0,0,0.02,0.000458252,0,0.007411614,9,27,57,954,5,,0.44,UNDEV,UNDEV
RT08081,TidalCreek,4.67,37.12,30.32,7.68,7.26,27.84,,,4,0.602059991,98.37,28.12,0,0,0,0,0.05,0.00132796,0,0.02,7,30,43,327,4.5,0.53,1.61,UNDEV,UNDEV
RT08082,TidalCreek,5.38,35.12,29.84,7.66,7.98,26.29,95,1.977723605,220,2.342422681,67.66,15.52,0.13,1.07,0,0.02,0.03,0.000733412,0.000766667,0.01,2,2,22,140,3.5,0.42,5.73,UNDEV,DEV
RT08083,TidalCreek,2.93,32.1,31.32,7.14,4.73,14.48,,,17,1.230448921,50.54,28.13,0.14,0,0,0,0.02,0.001669963,0.0008,0.009315284,6,15,9,61,2,0.37,0.07,UNDEV,UNDEV
RT08084,TidalCreek,3.65,35.76,29.09,7.53,9.31,47.01,,,4,0.602059991,117.82,124.82,0,0,0,0,0.06,0.004954233,0,0.02,18,183,44,895,4,0.62,12.34,UNDEV,DEV
RT08085,TidalCreek,3.88,26.12,30.48,7.09,2.28,56.53,94,1.973127854,50,1.698970004,131.85,69.97,0.26,0.77,0,0.01,0.07,0.006852652,0.001494444,0.02,0,0,20,87,4,0.38,0.42,UNDEV,UNDEV
RT08086,TidalCreek,5.05,36.33,31.62,7.52,5.79,25.82,0,0,2,0.301029996,73.95,30.85,0.07,0,0,0,0.03,0.001422955,0.0004,0.01,1,2,40,478,4.5,,0.38,UNDEV,UNDEV
RT08088,TidalCreek,5.7,35.41,28.5,7.8,4.1,10.64,,,8,0.903089987,59.74,13.5,0,0,0,0,0.03,0.00062145,0,0.01,21,102,69,1313,4.5,,3.44,UNDEV,DEV
RT09090,TidalCreek,3.55,14.47,30.26,7.09,5.8,71.06,31,1.491361694,4,0.602059991,76.18,6.17,0.49,0.06,0,0.00147692,0.04,0.009704032,0.002723444,0.01,2,2,9,385,3.5,0.36,0.23,UNDEV,UNDEV
RT09091,TidalCreek,3.84,32.23,29.61,7.48,12.63,5.76,31,1.491361694,8,0.903089987,24.62,0,0.24,0.01,0,0.000396985,0.01,0,0.001355611,0.004011277,13,25,24,274,3.5,0.38,0.47,UNDEV,UNDEV
RT09092,TidalCreek,4.71,30.85,30.59,7.62,6.05,10.73,10,1,0,0,41.48,3.9,1.02,0.04,0,0.001064469,0.02,8.73E-05,0.005708406,0.009069819,8,13,38,230,3.5,,3.44,UNDEV,DEV
RT09094,TidalCreek,4.46,29.45,30.15,7.42,7.93,88.15,10,1,17,1.230448921,136.96,15.23,2.67,0.57,0.08,0.01,0.08,0.00120586,0.01,0.02,21,317,10,153,2,0.29,2.52,UNDEV,DEV
RT09098,TidalCreek,4.8,33.61,28.8,7.64,7.72,28.75,10,1,2,0.301029996,45.08,3,0.96,0,0,0,0.02,0.00034301,0.0053846,0.008839117,8,17,38,567,3.5,0.46,1.64,UNDEV,UNDEV
RT09099,TidalCreek,3.99,33.15,29.03,7.52,4.79,21.51,10,1,0,0,52.51,8.4,1.09,0.07,0,0.001652516,0.02,0.000465003,0.006096322,0.009510125,15,36,18,66,3.5,0.48,1.64,UNDEV,UNDEV
RT09100,TidalCreek,5.63,36.06,30.38,7.72,5.64,17,0,0,0,0,37.92,5.01,0.92,0.02,0,0.000534035,0.02,0.000111931,0.005116856,0.007333972,6,13,10,44,3,0.47,12.34,UNDEV,DEV
RT09101,TidalCreek,4.08,27.35,28.94,7.2,6.05,6.88,0,0,0,0,32.07,5.22,0.36,0.3,0,0.006693493,0.01,0.000116575,0.002020956,0.006226807,0,0,18,54,3,,0.36,UNDEV,UNDEV
RT09103,TidalCreek,4.33,29.25,30.33,7.46,16.6,61.32,0,0,0,0,93.9,10.18,2.12,0.6,0,0.01,0.05,0.000869014,0.01,0.01,19,153,16,78,4,0.42,1.73,UNDEV,DEV
RT09105,TidalCreek,5,32.71,29.92,7.65,5.67,33.86,0,0,4,0.602059991,62.83,15.09,0.82,0.03,0.03,0.000751041,0.03,0.000336934,0.004598194,0.01,4,8,33,296,4,,7.79,UNDEV,DEV
RT09108,TidalCreek,3.86,37.93,30.49,7.53,6.15,29.07,0,0,0,0,76.09,4.29,2.26,0.06,0,0.001323449,0.05,0.000395134,0.01,0.01,8,19,31,346,4,,3.44,UNDEV,DEV
RT09110,TidalCreek,4.35,28.91,29.79,7.37,7.95,17.63,0,0,13,1.113943352,42.13,0,0.77,0.01,0,0.000330391,0.02,0.000483869,0.004306922,0.008494688,6,15,19,114,3,0.46,1.05,UNDEV,UNDEV
RT09111,TidalCreek,5.04,26.77,31.08,7.47,12.37,6.41,0,0,8,0.903089987,23.63,0,0.42,0.18,0,0.003935944,0.01,0,0.002379256,0.004532629,7,42,11,108,3.5,0.34,1.07,UNDEV,UNDEV
RT09113,TidalCreek,4.84,35.15,28.93,7.63,6.63,9.42,20,1.301029996,21,1.322219295,42.43,89.15,0.83,0.1,0,0.002197159,0.02,0.002915126,0.004656672,0.009666133,6,17,47,137,4.5,0.64,17.36,UNDEV,DEV
RT09114,TidalCreek,3.61,35.55,29.61,7.58,5.7,6.99,0,0,0,0,31.47,0,0.63,0.11,0,0.002430369,0.01,0,0.003507672,0.005937323,3,6,44,560,5,,1.64,UNDEV,UNDEV
RT10115,TidalCreek,3.56,36.8,31.63,7.46,9.97,33.42,30,1.477121255,2,0.301029996,80.66,112.84,3.03,0.98,1,0.02,0.06,0.005508241,0.01,0.02,15,49,30,317,3,0.42,1.64,UNDEV,UNDEV
RT10116,TidalCreek,5.87,27.46,30.97,7.91,7.66,94.46,15,1.176091259,10,1,201.27,1013.01,2.55,0.64,0.08,0.01,0.11,0.03,0.01,0.06,21,80,21,165,3,0.43,21.43,DEV,DEV
RT10119,TidalCreek,4.02,35.14,30.98,7.56,12.08,7.9,10,1,21,1.322219295,26.79,0,0.17,0.16,0,0.003497332,0.02,0.000228472,0.00098835,0.007807104,18,70,34,365,4,0.46,1.73,UNDEV,DEV
RT10121,TidalCreek,3.76,34.42,32.13,7.38,7.18,22.84,0,0,8,0.903089987,56.02,82.25,1.72,0.41,0.8,0.008946421,0.02,0.003884298,0.009570233,0.01,20,188,16,103,3.5,,7.08,UNDEV,DEV
RT10123,TidalCreek,6.03,32.88,31.77,7.5,21.87,9.58,36,1.556302501,15,1.176091259,34.53,9.68,0.39,0.75,0,0.01,0.03,0.000216146,0.002203105,0.01,15,292,8,263,2,0.15,0.59,UNDEV,UNDEV
RT10124,TidalCreek,2.89,37.19,32.05,7.55,23.55,17.44,0,0,0,0,139.24,17.83,0.29,0.31,0,0.00673885,0.08,0.000398227,0.001635067,0.02,0,0,28,306,4,,3.44,UNDEV,DEV
RT10126,TidalCreek,3.15,24.57,30.76,7.05,5.27,3.24,36,1.556302501,29,1.462397998,20.79,75.73,1.58,0.36,0.74,0.008000717,0.02,0.003584238,0.008817366,0.01,6,26,6,53,2,0.29,0.13,UNDEV,UNDEV
RT10127,TidalCreek,4.57,35.22,29.91,7.53,8.59,6.67,20,1.301029996,15,1.176091259,37.98,78.47,1.63,0.24,0.77,0.005413753,0.03,0.00371382,0.009104606,0.01,7,11,30,363,3.5,0.41,1.99,UNDEV,DEV
RT10129,TidalCreek,6.35,18.01,30.66,7.3,19.68,91.38,0,0,110,2.041392685,185.25,238.68,4.85,0.89,2.34,0.01,0.1,0.01,0.02,0.05,9,52,9,165,1.5,,0.45,UNDEV,UNDEV
RT10131,TidalCreek,4.13,29.34,31.91,7.25,15.92,5.38,10,1,0,0,19,0,0.07,0,0,0,0.02,0,0.000407911,0.009131303,7,16,,,1,0.33,0.07,UNDEV,UNDEV
RT10132,TidalCreek,3.18,23.56,30.45,7.18,9.12,33.72,103,2.012837225,70,1.84509804,122.47,1076.1,10.27,4,0,0.08,0.07,0.03,0.05,0.06,16,132,9,40,2,0.24,32.32,DEV,DEV
RT10133,TidalCreek,3.23,25.69,31.76,7.06,7.42,11.76,120,2.079181246,6,0.77815125,37.33,2.46,0.19,0.18,0,0.004095705,0.02,0.000724775,0.001071128,0.009031634,10,22,16,75,3,0.4,0.3,UNDEV,UNDEV
RT10137,TidalCreek,3.92,33.29,31.83,7.35,8.01,46.82,0,0,0,0,101.82,131.13,3.45,1.08,1.15,0.02,0.05,0.006065039,0.01,0.02,28,643,15,42,3,0.48,3.65,UNDEV,DEV
RT10138,TidalCreek,2.83,27.52,30.98,6.99,4.75,4.89,474,2.675778342,110,2.041392685,21.59,74.69,1.61,0.57,0.73,0.01,0.01,0.003524071,0.008962222,0.008928763,4,21,6,21,2.5,,0.88,UNDEV,UNDEV
RT10139,TidalCreek,4.29,31.65,30.94,7.42,20.88,14.54,0,0,6,0.77815125,50.65,3.87,0.22,0.36,0,0.007915271,0.04,0.000756842,0.001272478,0.01,11,92,12,277,3.5,0.28,0.47,UNDEV,UNDEV
RT11001,TidalCreek,4.8,36.98,29.21,7.78,8.22,4.76,3.333333254,0.522444234,2,0.301029996,33.75,0,0.06,0,0,0,0.01,5.29E-05,0.000354639,0.005321823,9,40,36,291,4,0.6,1.63,UNDEV,UNDEV
RT11002,TidalCreek,4.28,37.83,31.74,7.36,8.85,1.67,,,37,1.568201724,33.6,3.42,0.06,0,0,0,0.01,0.000202506,0.000378211,0.006224945,14,79,30,611,4,0.41,2.24,UNDEV,DEV
RT11003,TidalCreek,3.08,31.68,28.87,7.3,10.09,10,37.5,1.574031268,240,2.380211242,38.38,4398.26,0,0,0,0,0.01,0.16,0,0.11,12,65,18,71,2.5,0.38,1.05,UNDEV,UNDEV
RT11004,TidalCreek,4.34,36.79,30.77,7.56,14.02,7.33,0,0,8,0.903089987,38.47,1.6,0.03,0,0,0,0.01,0.000190578,0.000195217,0.00632045,9,55,14,51,3,0.34,3.59,UNDEV,DEV
RT11005,TidalCreek,4.41,37.72,29.39,7.79,8.9,3.1,0,0,2,0.301029996,22.87,0,0.06,0,0,0,0.01,0,0.00036295,0.003732311,7,16,27,130,4,,1.63,UNDEV,UNDEV
RT11006,TidalCreek,5.05,33.82,30.74,7.47,6.22,10.92,3.333333254,0.522444234,2,0.301029996,39.3,10.16,0.04,0,0,0,0.01,0.000372981,0.000224261,0.006764647,12,55,49,290,4.5,0.67,4.57,UNDEV,DEV
RT11007,TidalCreek,4.64,36.72,30.6,7.61,8.06,79.34,12.75,1.105510185,35,1.544068044,145.38,19.16,0.05,0,0.06,0,0.08,0.001640586,0.000286389,0.02,0,0,19,75,3,0.46,1.65,UNDEV,UNDEV
RT11009,TidalCreek,4.52,35.24,30.95,7.7,7.66,4.03,6.666666508,0.823474229,0,0,39.6,0,0,0,0,0,0.02,0.00012724,0,0.00843981,16,53,13,78,3.5,,0.44,UNDEV,UNDEV
RT11010,TidalCreek,5.6,35.12,31.16,7.56,11.3,15.72,10.33333302,1.014100322,2,0.301029996,46.6,29.26,0.27,0,0.03,0,0.02,0.001167536,0.001542095,0.008622394,10,53,11,70,2.5,0.39,9.48,UNDEV,DEV
RT11011,TidalCreek,3.86,31.07,30.06,7.15,7.81,23.4,10,1,5,0.698970004,66.06,1.61,0,0,0,0,0.02,0.000246258,0,0.009820128,9,16,20,98,3.5,0.52,0.23,UNDEV,UNDEV
RT11012,TidalCreek,5.54,29.97,31.69,7.6,10.07,12.39,8.333333015,0.920645001,8,0.903089987,48.66,238.81,0.12,0,0,0,0.02,0.008259125,0.000720578,0.01,9,35,24,256,3.5,0.43,5.24,UNDEV,DEV
RT11013,TidalCreek,4.87,34.28,30.67,7.66,8.66,13.17,,,0,0,46.32,2.21,0.11,0,0,0,0.02,0.000207481,0.000624033,0.008229072,16,46,37,228,4,0.61,6.78,UNDEV,DEV
RT11015,TidalCreek,4.61,29.98,31.74,7.42,14.77,34.74,13.66666699,1.135450699,17,1.230448921,90.67,40.07,1.67,0,0.08,0,0.04,0.001759069,0.009291611,0.01,7,43,27,228,2.5,0.42,2.56,UNDEV,DEV
RT11016,TidalCreek,4.76,30,31.76,7.42,12.69,1.87,,,8,0.903089987,17.42,0,0,0,0,0,0.0085,0,0,0.002823749,11,92,9,60,2.5,0.37,1.74,UNDEV,DEV
RT11018,TidalCreek,4.51,36.38,30.84,7.46,8.1,6.06,5,0.698970004,2,0.301029996,30.56,3.74,0.15,0,0,0,0.02,0.000425856,0.00084865,0.00738107,0,0,16,129,3.5,0.41,2.24,UNDEV,DEV
RT12020,TidalCreek,2.55,25.99,31.89,7.18,8.71,46.85,35.59999847,1.551327988,23,1.361727836,127.28,205.34,1.28,0.62,0.05,0.01,0.06,0.008523737,0.007130594,0.03,0,0,11,87,2,0.24,33.29,DEV,DEV
RT12021,TidalCreek,3.26,33.27,28.97,7.45,12.27,75.8,10,1,7,0.84509804,162.75,39.34,1.14,0.14,0,0.003062625,0.08,0.001917958,0.006371033,0.03,0,0,19,722,3,0.36,3.59,UNDEV,DEV
RT12023,TidalCreek,3.6,30.03,30.01,7.29,11.68,96.46,35.25,1.547159121,7,0.84509804,178.79,57.72,1.53,0.2,0,0.004481432,0.1,0.003034883,0.008519717,0.03,17,74,8,46,2,0.27,0.06,UNDEV,UNDEV
RT12024,TidalCreek,4.39,35.86,28.28,7.63,7.97,16.27,12.75,1.105510185,1600,3.204119983,67.66,32.77,0.4,0,0,0,0.03,0.001345204,0.002227705,0.01,10,51,28,276,4,0.47,12.51,UNDEV,DEV
RT12025,TidalCreek,4.11,33.95,29.19,7.48,16.62,72,25.75,1.410777233,2,0.301029996,143.19,37.55,0.44,0.16,0.07,0.003638308,0.08,0.002032264,0.002447561,0.02,24,119,13,128,3,0.34,0.48,UNDEV,UNDEV
RT12026,TidalCreek,3.95,32.12,30.04,7.36,7.56,5.67,12.75,1.105510185,80,1.903089987,35.55,7.14,0.08,0.05,0,0.00113115,0.01,0.000305045,0.000453128,0.006031089,7,62,28,1163,3.5,0.37,11.39,UNDEV,DEV
RT12028,TidalCreek,4.74,32.89,31.19,7.6,6.77,6.69,2.5,0.397940009,13,1.113943352,55.74,26.02,0.53,0.05,0.06,0.00116013,0.02,0.000849302,0.0029634,0.01,10,87,52,1594,4.5,,1.11,UNDEV,UNDEV
RT12029,TidalCreek,5,35.69,29.97,7.55,3.2,33.41,0,0,0,0,56.33,8.68,0.19,0.09,0,0.00214167,0.02,0.000280279,0.00110475,0.009417499,0,0,39,470,4.5,,0.5,UNDEV,UNDEV
RT12031,TidalCreek,2.55,27.83,29.83,7.15,4.05,3.75,58.25,1.76529593,13,1.113943352,26.14,7.31,0.1,0.05,0,0.001171345,0.01,0.000263384,0.000556089,0.005565575,7,14,22,939,3.5,0.43,0.36,UNDEV,UNDEV
RT12032,TidalCreek,3.49,32.74,29.73,7.42,8.8,76.89,27.75,1.443262987,13,1.113943352,148.25,56.39,0.4,0.12,0,0.002803059,0.07,0.002699436,0.002270883,0.02,14,36,12,236,3,0.29,1.74,UNDEV,DEV
RT12033,TidalCreek,4.06,27.2,29.11,6.95,16.72,89.26,176.5,2.24674471,500,2.698970004,179.03,29.81,1.28,0,0,0,0.09,0.002391182,0.007154306,0.03,13,138,8,297,2,,0.28,UNDEV,UNDEV
RT12034,TidalCreek,2.91,31.09,30.4,7.29,5.41,7.19,16.66666603,1.221674997,30,1.477121255,30.22,636.68,0.13,0.15,0.02,0.003438677,0.01,0.02,0.000730145,0.02,21,252,16,850,3.5,,0.38,UNDEV,UNDEV
RT12037,TidalCreek,2.43,30.6,29.46,7.26,10.68,7.09,20.66666603,1.315130317,50,1.698970004,33.4,3.63,0.1,0.06,0,0.001394382,0.01,0.000272148,0.000579311,0.006184051,24,137,14,384,2.5,0.22,3.59,UNDEV,DEV
RT12038,TidalCreek,0.81,20.59,28.49,7,3.32,73.7,123.3333359,2.091068732,24,1.380211242,108.31,5.13,0.12,0.14,0,0.003138764,0.05,0.001896345,0.00068765,0.01,4,22,7,87,2,0.27,0.36,UNDEV,UNDEV
RT12039,TidalCreek,3.14,30.46,29.74,7.26,5.8,19.35,13.66666699,1.135450699,6,0.77815125,65.59,17.35,0.22,0.19,0.03,0.004298938,0.03,0.0014134,0.001243056,0.01,7,37,30,315,3.5,0.53,0.07,UNDEV,UNDEV
RT13040,TidalCreek,4.66,33.04,28.41,7.57,3.61,51.06,24,1.380211242,2,0.301029996,220.01,44.61,0.15,0,0,0,0.09,0.002097778,0.000880456,0.03,14,24,18,135,3.5,0.47,12.51,UNDEV,DEV
RT13043,TidalCreek,2.53,8.62,29.75,6.85,4.17,74.59,401.75,2.603955885,350,2.544068044,265.34,50.9,0.02,1.69,0,0.03,0.12,0.00298281,0.000159472,0.04,8,44,8,57,2,0.33,0.07,UNDEV,UNDEV
RT13044,TidalCreek,5.38,21.06,31.57,7.53,9.61,26.15,142.6666718,2.15430222,49,1.69019608,166.85,53.25,0.02,0.8,0,0.01,0.06,0.002611182,0.000123672,0.02,14,354,6,24,1.5,0.21,1.11,UNDEV,UNDEV
RT13049,TidalCreek,4.95,18.23,28.62,7.41,5.61,40.71,45.33333206,1.656385719,4.5,0.653212514,117.57,22.67,0,0,0,0,0.06,0.002492908,0,0.02,13,175,11,227,2.5,0.21,0.44,UNDEV,UNDEV
RT13051,TidalCreek,3.83,31.16,28.61,7.5,3.38,51.53,6.666666508,0.823474229,4.5,0.653212514,118.08,20.62,0,0,0,0,0.06,0.001276451,0,0.02,0,0,27,222,3,,1.65,UNDEV,UNDEV
RT13052,TidalCreek,4.49,31.61,29.49,7.52,3.03,23.88,5,0.698970004,13,1.113943352,98.72,16.47,0,0,0,0,0.04,0.001060631,0,0.01,17,46,27,292,4,0.33,5.24,UNDEV,DEV
RT13053,TidalCreek,4.02,19.41,28.75,7.33,5.94,41.25,35.33333206,1.548143637,0,0,146.33,6.35,0,0,0,0,0.08,0.001035713,0,0.02,0,0,29,359,3,0.37,0.44,UNDEV,UNDEV
RT13054,TidalCreek,4.46,13.45,29.94,7.18,3.44,40.98,6.666666508,0.823474229,23,1.361727836,102.49,13.13,0.008178,0.16,0,0.003592343,0.05,0.000979449,4.54E-05,0.01,19,161,11,354,3.5,0.3,2.56,UNDEV,DEV
RT13055,TidalCreek,3.42,5.29,29.55,6.79,2.89,19.9,95.5,1.980003372,79,1.897627091,92.27,40.91,0.08,0.6,0,0.01,0.04,0.00300362,0.000493617,0.01,5,9,3,10,1.5,0.19,0.07,UNDEV,UNDEV
RT13056,TidalCreek,4.61,30.8,29.33,7.52,2.19,29.69,3.333333254,0.522444234,0,0,108.85,32.29,0.01,0.93,0,0.02,0.05,0.001562448,0.000108828,0.02,0,0,23,134,4,0.58,5.24,UNDEV,DEV
RT13057,TidalCreek,4.92,19.73,29.78,7.43,5.07,19.98,107.8333359,2.032739605,130,2.113943352,75.02,14.54,0,0,0,0,0.03,0.000924866,0,0.01,11,61,12,133,3,0.3,1.74,UNDEV,DEV
RT13059,TidalCreek,3.97,0.74,27.92,6.16,9.39,89.24,65.66666412,1.817300878,130,2.113943352,183.28,158.89,2.09,8.05,0,0.17,0.09,0.01,0.01,0.05,6,25,9,93,3,0.31,0.36,UNDEV,UNDEV
RT13060,TidalCreek,4.94,20.37,31.2,7.26,7.37,4.72,35,1.544068044,23,1.361727836,30.4,5.76,0,0,0,0,0.01,0.000469887,0,0.004614649,4,301,11,170,3.5,0.32,0.47,UNDEV,UNDEV
RT13061,TidalCreek,4.38,23.78,28.69,7.46,2.5,19.6,3.333333254,0.522444234,7.800000191,0.892094613,66.91,10.15,0,0,0,0,0.03,0.000616181,0,0.01,6,6,27,247,3.5,0.57,8.16,UNDEV,DEV
RT13062,TidalCreek,5.43,18.59,28.2,7.55,5.49,18.4,17.75,1.249198357,49,1.69019608,68.88,6.98,0,0,0,0,0.03,0.000528121,0,0.01,11,46,23,263,3,0.35,0.24,UNDEV,UNDEV
RT14063,TidalCreek,5.45,33.47,28.91,7.72,5.62,5.65,10,1,4.5,0.653212514,46.5,0,0.1,0.04,0,0.000936725,0.02,0.000230647,0.000570811,0.007178918,8,55,31,87,4,,21.27,DEV,DEV
RT14065,TidalCreek,4.22,35.4,29.04,7.62,4.93,4.99,10.33333302,1.014100322,0,0,47.13,0,0.22,0,0,0,0.02,0.000129051,0.001228222,0.007371429,8,15,49,249,4.5,,1.63,UNDEV,UNDEV
RT14066,TidalCreek,4.02,29,29.51,7.3,7.61,34.38,24,1.380211242,2,0.301029996,68.87,8.51,0.28,0.09,0,0.00199705,0.04,0.001379765,0.001588822,0.01,12,499,7,100,2,0.3,2.24,UNDEV,DEV
RT14067,TidalCreek,3.53,33.42,29.8,7.6,5.01,30.16,20.66666603,1.315130317,0,0,82.49,11.38,0.1,0.05,0,0.001250152,0.04,0.000775026,0.000555606,0.01,6,18,45,445,4.5,,1.65,UNDEV,UNDEV
RT14068,TidalCreek,4.56,34.63,29.02,7.66,4.59,4.66,3.333333254,0.522444234,2,0.301029996,46.95,1.87,0.07,0,0,0,0.02,0.002169156,0.000435983,0.006737156,9,15,40,224,4.5,,21.27,DEV,DEV
RT14070,TidalCreek,4.98,30.55,28.91,7.46,4.89,7.18,10.33333302,1.014100322,23,1.361727836,36.87,13.62,0.1,0,0,0,0.01,0.000759365,0.0005689,0.005610468,8,20,66,1160,5,,4.57,UNDEV,DEV
RT14075,TidalCreek,4.37,19.04,30.59,7.02,5,28.26,13.33333302,1.124830149,11,1.041392685,66.92,0.31,0.1,0,0,0,0.02,0.00036581,0.000600594,0.009409716,11,39,12,22,3.5,0.47,0.23,UNDEV,UNDEV
RT14076,TidalCreek,4.79,31.6,30.01,7.63,5.32,8.24,10,1,7.800000191,0.892094613,57.1,8.74,0,0.15,0,0.003255358,0.03,0.000506131,0,0.01,13,23,21,472,3.5,,1.11,UNDEV,UNDEV
RT14078,TidalCreek,5.56,34.46,29.79,7.63,4.51,32.4,10,1,0,0,76.65,27.09,0.27,0,0,0,0.04,0.001411306,0.001527278,0.01,12,32,60,569,5,,1.65,UNDEV,UNDEV
RT14080,TidalCreek,4.71,26.15,30.44,7.36,8.55,5.95,10,1,17,1.230448921,52.14,3.8,0,0,0,0,0.02,0.00062602,0,0.007752201,15,46,24,392,3.5,0.34,1.74,UNDEV,DEV
RT14082,TidalCreek,3.97,17.95,29.72,6.88,8.01,17.39,24.33333397,1.386142109,49,1.69019608,78.61,12.42,0.39,0,0,0,0.03,0.000701944,0.002205845,0.01,3,249,12,179,3.5,0.29,0.5,UNDEV,UNDEV
RT14083,TidalCreek,6.45,26.97,29.72,7.68,3.64,21.42,3.333333254,0.522444234,33,1.51851394,72.27,18.43,0.04,0,0,0,0.03,0.000918455,0.000273856,0.01,13,17,43,431,4.5,0.67,5.94,UNDEV,DEV
RT14085,TidalCreek,4.85,34.74,28.66,7.66,6.08,5.49,0,0,4.5,0.653212514,39.48,1.15,0.29,0.03,0,0.000825293,0.02,0.000167917,0.001617744,0.008588548,4,14,56,753,5,,3.59,UNDEV,DEV
RT14087,TidalCreek,2.52,20.19,29.98,7.12,7.56,69.41,27.33333397,1.436639632,22,1.342422681,170.41,50.52,1.47,1.03,0,0.02,0.08,0.00510618,0.008206584,0.03,10,20,22,151,2.5,0.43,0.24,UNDEV,UNDEV
RT14088,TidalCreek,5.72,32.51,29.74,7.72,6.68,44.14,99,1.995635195,140,2.146128036,141.18,296.6,1.21,0.74,0,0.01,0.07,0.01,0.00675025,0.03,9,32,23,242,4,0.48,12.51,UNDEV,DEV
RT15089,TidalCreek,5.25,38.26,31.19,7.71,9.13,70.56,0,0,0,0,121.88,68.76,0.43,0.11,0,0.002476312,0.07,0.00310618,0.002410017,0.02,0,0,24,108,3.5,0.54,3.59,UNDEV,DEV
RT15091,TidalCreek,4.43,27.97,30.4,7.32,8.57,8.3,6.666666508,0.823474229,33,1.51851394,27.27,2.93,0.1,0.04,0,0.00091987,0.01,0.000282583,0.000577572,0.004392298,11,65,6,35,1,0.2,2.56,UNDEV,DEV
RT15092,TidalCreek,4.46,31.22,31.79,7.34,12.39,6.92,41.66666794,1.619719266,95,1.977723605,21.3,17.18,0.06,0.18,0,0.003968417,0.01,0.00074272,0.000341372,0.004482524,8,30,11,19,3.5,,8.32,UNDEV,DEV
RT15093,TidalCreek,3.92,29.06,29.24,7.29,7.82,22.77,20,1.301029996,22,1.342422681,43.18,16.07,0.34,0.07,0,0.001643579,0.02,0.000765032,0.001894222,0.008497965,10,72,27,214,3,0.56,8.16,UNDEV,DEV
RT15095,TidalCreek,5.04,0.3,30.91,6.89,7.05,52.68,35.5,1.550228353,17,1.230448921,64.19,82.5,0.26,0,0,0,0.03,0.02,0.001465367,0.01,2,2,9,88,3,0.35,6.25,UNDEV,DEV
RT15097,TidalCreek,3.24,36.69,30.03,7.31,17.15,92.88,6.666666508,0.823474229,0,0,157.54,40.52,0.84,0.41,0,0.008993667,0.09,0.002705723,0.004721928,0.03,6,6,10,266,2,0.22,0.44,UNDEV,UNDEV
RT15099,TidalCreek,4.8,34.22,30.33,7.57,9.4,12.17,3.333333254,0.522444234,4.5,0.653212514,29.89,5.5,0.37,0.05,0,0.001087137,0.01,0.000350741,0.002088233,0.005830658,10,18,20,552,3.5,0.33,1.65,UNDEV,UNDEV
RT15101,TidalCreek,5.72,37.94,31.26,7.69,8.89,70.48,0,0,0,0,117.9,36.31,0.79,0.12,0,0.002753579,0.06,0.00191974,0.00444035,0.02,6,7,26,201,3.5,0.44,3.59,UNDEV,DEV
